24.20             
x       y           
[m<sup>-1</sup>]     [CCD cts]         
27114.554  931.79999            
27210.199  937.5            
27305.832  931.70001            
27401.451  934.20001            
27497.058  932.29999            
27592.651  926.90002            
27688.232  928            
27783.8  927.70001            
27879.355  927.79999            
27974.897  927.5            
28070.426  930.59998            
28165.943  932.70001            
28261.446  930.40002            
28356.937  929.70001            
28452.415  930.20001            
28547.88  935.40002            
28643.332  929.5            
28738.771  929.90002            
28834.197  932.09998            
28929.611  931.09998            
29025.011  931.79999            
29120.399  936.29999            
29215.774  936.20001            
29311.136  935.29999            
29406.486  930.40002            
29501.822  928.20001            
29597.146  933.09998            
29692.456  935.20001            
29787.754  935.20001            
29883.039  936.59998            
29978.311  933.70001            
30073.571  927.59998            
30168.817  928.40002            
30264.051  929.59998            
30359.272  928.59998            
30454.48  932.40002            
30549.675  933.59998            
30644.857  931.29999            
30740.027  930.70001            
30835.184  936.29999            
30930.327  929.40002            
31025.458  926.79999            
31120.577  928.70001            
31215.682  928.40002            
31310.775  932            
31405.854  924.70001            
31500.921  927.70001            
31595.976  933.90002            
31691.017  932.70001            
31786.045  929.79999            
31881.061  924.40002            
31976.064  931.29999            
32071.054  929.70001            
32166.031  927.90002            
32260.996  927.59998            
32355.948  930.70001            
32450.886  931.70001            
32545.812  929.29999            
32640.726  925.90002            
32735.626  930.20001            
32830.514  929.70001            
32925.389  928.29999            
33020.251  928.70001            
33115.1  921.70001            
33209.937  930.09998            
33304.76  932.29999            
33399.571  923.40002            
33494.369  922.09998            
33589.155  927            
33683.927  917.70001            
33778.687  920.20001            
33873.434  924.90002            
33968.169  923.79999            
34062.89  925.40002            
34157.599  926.5            
34252.295  922.90002            
34346.978  921.29999            
34441.648  929            
34536.306  927.79999            
34630.951  929.79999            
34725.583  927.40002            
34820.202  927.90002            
34914.808  926.40002            
35009.402  928.40002            
35103.983  922.79999            
35198.552  914.40002            
35293.107  923.70001            
35387.65  927.70001            
35482.18  924.70001            
35576.697  920.5            
35671.202  926            
35765.693  925.79999            
35860.172  920.09998            
35954.638  929.20001            
36049.092  925.90002            
36143.533  923            
36237.961  920.20001            
36332.376  924.5            
36426.779  926.90002            
36521.168  923.29999            
36615.545  928.29999            
36709.91  926.20001            
36804.261  922            
36898.6  923.70001            
36992.926  926.79999            
37087.24  924.29999            
37181.54  926.40002            
37275.828  926            
37370.103  925.09998            
37464.366  920.79999            
37558.616  924.59998            
37652.853  928.29999            
37747.077  920.20001            
37841.289  922.5            
37935.488  926.29999            
38029.674  931            
38123.847  931.40002            
38218.008  928.29999            
38312.156  920.40002            
38406.291  923            
38500.414  928            
38594.524  930.5            
38688.621  928.90002            
38782.706  932.59998            
38876.777  929.40002            
38970.836  930.59998            
39064.883  934.79999            
39158.917  933.40002            
39252.938  935.90002            
39346.946  931.29999            
39440.942  923            
39534.924  924.59998            
39628.895  929.40002            
39722.852  924.59998            
39816.797  933.09998            
39910.729  933.90002            
40004.649  934.90002            
40098.556  931.40002            
40192.45  936.20001            
40286.331  934.70001            
40380.2  937.20001            
40474.056  930.29999            
40567.9  926            
40661.73  939.90002            
40755.548  937.09998            
40849.354  935.40002            
40943.146  927.79999            
41036.927  933.90002            
41130.694  937.5            
41224.449  933.29999            
41318.191  932            
41411.92  938.29999            
41505.637  937.70001            
41599.341  939.40002            
41693.032  935            
41786.711  939            
41880.377  939.59998            
41974.031  935.70001            
42067.672  935.79999            
42161.3  932.20001            
42254.915  931.40002            
42348.518  930.40002            
42442.108  939            
42535.686  935.29999            
42629.251  931            
42722.803  928.79999            
42816.343  933.79999            
42909.87  938.20001            
43003.384  935.59998            
43096.886  933.79999            
43190.375  932.29999            
43283.851  932.90002            
43377.315  927.40002            
43470.766  930.90002            
43564.205  936.5            
43657.631  934.40002            
43751.044  934.70001            
43844.445  933.40002            
43937.833  940.09998            
44031.208  936.5            
44124.571  935.59998            
44217.921  939.59998            
44311.259  935            
44404.584  930.40002            
44497.896  935.40002            
44591.196  936            
44684.483  937.20001            
44777.758  939.70001            
44871.02  930.5            
44964.269  932.20001            
45057.506  928.09998            
45150.73  929.20001            
45243.941  930.09998            
45337.14  930.70001            
45430.327  933.59998            
45523.5  928.70001            
