2212,39	775,00
2419,86	775,00
2627,26	778,00
2834,61	776,00
3041,89	777,00
3249,12	777,00
3456,29	775,00
3663,41	777,00
3870,46	777,00
4077,46	777,00
4284,40	776,00
4491,28	777,00
4698,10	778,00
4904,87	778,00
5111,57	779,00
5318,22	776,00
5524,81	778,00
5731,34	779,00
5937,82	779,00
6144,24	777,00
6350,59	779,00
6556,90	779,00
6763,14	781,00
6969,32	784,00
7175,45	782,00
7381,52	786,00
7587,53	787,00
7793,49	788,00
7999,39	793,00
8205,22	792,00
8411,01	793,00
8616,73	792,00
8822,40	793,00
9028,00	794,00
9233,56	792,00
9439,05	794,00
9644,48	797,00
9849,86	794,00
10055,18	796,00
10260,45	792,00
10465,65	796,00
10670,80	799,00
10875,89	794,00
11080,93	795,00
11285,90	795,00
11490,82	794,00
11695,69	793,00
11900,49	792,00
12105,24	795,00
12309,93	792,00
12514,56	795,00
12719,14	796,00
12923,65	790,00
13128,12	794,00
13332,52	791,00
13536,87	790,00
13741,16	796,00
13945,39	791,00
14149,57	792,00
14353,69	794,00
14557,75	795,00
14761,75	799,00
14965,70	792,00
15169,59	793,00
15373,43	794,00
15577,20	799,00
15780,92	795,00
15984,59	796,00
16188,20	793,00
16391,75	791,00
16595,24	794,00
16798,68	794,00
17002,05	793,00
17205,38	794,00
17408,64	791,00
17611,85	795,00
17815,01	795,00
18018,10	794,00
18221,14	797,00
18424,13	794,00
18627,05	795,00
18829,92	790,00
19032,74	792,00
19235,49	795,00
19438,20	799,00
19640,84	792,00
19843,43	794,00
20045,96	795,00
20248,43	795,00
20450,85	794,00
20653,22	793,00
20855,52	795,00
21057,77	796,00
21259,96	791,00
21462,10	792,00
21664,18	792,00
21866,21	791,00
22068,18	795,00
22270,09	797,00
22471,95	794,00
22673,75	794,00
22875,49	796,00
23077,18	790,00
23278,81	792,00
23480,38	794,00
23681,90	793,00
23883,37	786,00
24084,78	790,00
24286,13	794,00
24487,42	792,00
24688,66	787,00
24889,85	791,00
25090,98	793,00
25292,05	786,00
25493,07	795,00
25694,03	792,00
25894,93	791,00
26095,78	792,00
26296,58	787,00
26497,31	797,00
26697,99	794,00
26898,62	796,00
27099,19	799,00
27299,71	791,00
27500,17	795,00
27700,57	800,00
27900,92	793,00
28101,21	795,00
28301,45	795,00
28501,63	798,00
28701,76	805,00
28901,83	805,00
29101,84	802,00
29301,80	803,00
29501,71	798,00
29701,56	799,00
29901,35	799,00
30101,09	798,00
30300,77	795,00
30500,40	796,00
30699,97	810,00
30899,49	809,00
31098,95	812,00
31298,36	814,00
31497,71	817,00
31697,01	817,00
31896,25	822,00
32095,44	819,00
32294,57	808,00
32493,64	805,00
32692,66	804,00
32891,63	799,00
33090,54	798,00
33289,40	802,00
33488,20	802,00
33686,94	802,00
33885,64	797,00
34084,27	802,00
34282,85	802,00
34481,38	806,00
34679,85	799,00
34878,27	800,00
35076,63	805,00
35274,94	807,00
35473,19	808,00
35671,39	810,00
35869,53	803,00
36067,62	811,00
36265,65	818,00
36463,63	824,00
36661,55	820,00
36859,42	832,00
37057,24	826,00
37255,00	830,00
37452,70	831,00
37650,36	830,00
37847,95	821,00
38045,49	807,00
38242,98	803,00
38440,42	802,00
38637,79	802,00
38835,12	799,00
39032,39	799,00
39229,60	805,00
39426,77	798,00
39623,87	796,00
39820,92	794,00
40017,92	799,00
40214,87	798,00
40411,76	794,00
40608,59	793,00
40805,37	791,00
41002,10	794,00
41198,77	797,00
41395,39	799,00
41591,96	799,00
41788,47	797,00
41984,92	797,00
42181,33	800,00
42377,67	798,00
42573,97	795,00
42770,21	797,00
42966,39	799,00
43162,53	795,00
43358,61	795,00
43554,63	796,00
43750,60	797,00
43946,52	801,00
44142,38	798,00
44338,19	799,00
44533,94	793,00
44729,64	798,00
44925,29	800,00
45120,89	795,00
45316,43	797,00
45511,91	796,00
45707,34	796,00
45902,72	791,00
46098,05	798,00
46293,32	791,00
46488,54	795,00
46683,70	799,00
46878,81	798,00
47073,87	802,00
47268,87	795,00
47463,82	800,00
47658,72	800,00
47853,56	799,00
48048,35	802,00
48243,09	804,00
48437,77	797,00
48632,40	800,00
48826,98	797,00
49021,50	795,00
49215,97	798,00
49410,38	792,00
49604,75	798,00
49799,06	796,00
49993,31	798,00
50187,52	799,00
50381,67	794,00
50575,76	802,00
50769,80	792,00
50963,80	796,00
51157,73	797,00
51351,62	797,00
51545,45	799,00
51739,22	803,00
51932,95	801,00
52126,62	798,00
52320,24	802,00
52513,80	800,00
52707,32	799,00
52900,78	795,00
53094,18	798,00
53287,54	802,00
53480,84	801,00
53674,08	801,00
53867,28	802,00
54060,42	805,00
54253,51	807,00
54446,55	807,00
54639,53	808,00
54832,46	807,00
55025,34	805,00
55218,17	804,00
55410,94	807,00
55603,66	804,00
55796,33	806,00
55988,94	812,00
56181,50	815,00
56374,01	811,00
56566,47	811,00
56758,87	816,00
56951,23	815,00
57143,53	809,00
57335,77	817,00
57527,97	813,00
57720,11	813,00
57912,20	821,00
58104,24	815,00
58296,22	817,00
58488,15	821,00
58680,03	805,00
58871,86	812,00
59063,63	811,00
59255,36	814,00
59447,03	810,00
59638,65	811,00
59830,21	805,00
60021,73	812,00
60213,19	813,00
60404,60	816,00
60595,95	818,00
60787,26	813,00
60978,51	815,00
61169,71	808,00
61360,86	814,00
61551,96	820,00
61743,00	815,00
61933,99	825,00
62124,93	821,00
62315,82	827,00
62506,66	833,00
62697,44	828,00
62888,18	821,00
63078,86	832,00
63269,49	827,00
63460,06	842,00
63650,59	832,00
63841,06	837,00
64031,48	842,00
64221,85	848,00
64412,17	864,00
64602,44	880,00
64792,65	897,00
64982,81	903,00
65172,92	947,00
65362,98	953,00
65552,99	975,00
65742,94	990,00
65932,85	999,00
66122,70	972,00
66312,50	949,00
66502,25	911,00
66691,95	887,00
66881,60	866,00
67071,19	859,00
67260,73	851,00
67450,22	841,00
67639,66	838,00
67829,05	825,00
68018,39	822,00
68207,68	810,00
68396,91	807,00
68586,09	812,00
68775,23	808,00
68964,31	806,00
69153,34	798,00
69342,31	799,00
69531,24	800,00
69720,12	801,00
69908,94	797,00
70097,71	799,00
70286,44	796,00
70475,11	798,00
70663,73	799,00
70852,29	795,00
71040,81	794,00
71229,28	798,00
71417,69	798,00
71606,06	796,00
71794,37	797,00
71982,63	793,00
72170,84	795,00
72359,00	795,00
72547,11	791,00
72735,17	795,00
72923,17	798,00
73111,13	793,00
73299,04	795,00
73486,89	793,00
73674,69	792,00
73862,45	789,00
74050,15	789,00
74237,80	793,00
74425,40	794,00
74612,95	791,00
74800,45	790,00
74987,90	789,00
75175,29	791,00
75362,64	795,00
75549,94	792,00
75737,18	788,00
75924,38	787,00
76111,52	790,00
76298,61	797,00
76485,66	791,00
76672,65	791,00
76859,59	792,00
77046,48	790,00
77233,32	791,00
77420,11	787,00
77606,85	789,00
77793,54	787,00
77980,18	790,00
78166,77	790,00
78353,31	790,00
78539,80	791,00
78726,23	789,00
78912,62	787,00
79098,96	791,00
79285,24	790,00
79471,48	789,00
79657,67	789,00
79843,80	791,00
80029,89	787,00
80215,92	789,00
80401,91	790,00
80587,84	788,00
80773,73	789,00
80959,56	785,00
81145,35	789,00
81331,08	790,00
81516,77	786,00
81702,40	790,00
81887,98	787,00
82073,52	791,00
82259,00	792,00
82444,44	787,00
82629,82	788,00
82815,16	790,00
83000,44	790,00
83185,68	787,00
83370,86	791,00
83556,00	792,00
83741,08	785,00
83926,12	791,00
84111,10	788,00
84296,04	791,00
84480,92	787,00
84665,76	787,00
84850,55	787,00
85035,28	785,00
85219,97	789,00
85404,61	785,00
85589,19	789,00
85773,73	789,00
85958,22	790,00
86142,66	789,00
86327,05	794,00
86511,39	788,00
86695,68	788,00
86879,92	788,00
87064,11	791,00
87248,25	788,00
87432,34	791,00
87616,38	792,00
87800,38	788,00
87984,32	788,00
88168,21	790,00
88352,06	785,00
88535,85	786,00
88719,60	784,00
88903,30	787,00
89086,94	786,00
89270,54	789,00
89454,09	787,00
89637,59	786,00
89821,04	786,00
90004,44	788,00
90187,79	785,00
90371,09	786,00
90554,35	790,00
90737,55	786,00
90920,71	789,00
91103,81	785,00
91286,87	784,00
91469,88	790,00
91652,84	787,00
91835,75	785,00
92018,61	788,00
92201,42	787,00
92384,18	790,00
92566,89	791,00
92749,56	785,00
92932,17	788,00
93114,74	788,00
93297,26	789,00
93479,73	788,00
93662,15	790,00
93844,52	789,00
94026,84	785,00
94209,12	784,00
94391,34	788,00
94573,52	791,00
94755,64	787,00
94937,72	788,00
95119,75	789,00
95301,73	786,00
95483,66	790,00
95665,55	783,00
95847,38	787,00
96029,17	787,00
96210,91	788,00
