96392,60	786,00
96574,24	787,00
96755,83	790,00
96937,37	788,00
97118,87	790,00
97300,31	788,00
97481,71	786,00
97663,06	789,00
97844,36	788,00
98025,61	787,00
98206,82	790,00
98387,97	788,00
98569,08	790,00
98750,14	789,00
98931,15	790,00
99112,11	789,00
99293,03	787,00
99473,89	787,00
99654,71	786,00
99835,48	784,00
100016,20	782,00
100196,87	787,00
100377,49	787,00
100558,07	786,00
100738,60	787,00
100919,08	786,00
101099,51	786,00
101279,89	788,00
101460,23	789,00
101640,51	785,00
101820,75	787,00
102000,94	784,00
102181,09	784,00
102361,18	784,00
102541,23	789,00
102721,23	785,00
102901,18	788,00
