20.20             
x       y           
[m<sup>-1</sup>]     [CCD cts]         
17127.067  1127.1            
17224.218  1129.5            
17321.357  1121.3            
17418.482  1109.7            
17515.595  1108            
17612.694  1117.3            
17709.781  1107            
17806.855  1108.4            
17903.915  1103            
18000.963  1100.2            
18097.997  1096.7            
18195.019  1113.4            
18292.027  1122.3            
18389.023  1118            
18486.006  1103.6            
18582.975  1118.7            
18679.932  1126.5            
18776.876  1134.6            
18873.806  1130.7            
18970.724  1118.9            
19067.629  1117.6            
19164.521  1116.2            
19261.4  1122.2            
19358.266  1133.7            
19455.118  1138.8            
19551.958  1135.1            
19648.785  1138.8            
19745.599  1155.1            
19842.4  1146.8            
19939.189  1140.7            
20035.964  1141.2            
20132.726  1146.8            
20229.475  1142.2            
20326.211  1143.3            
20422.935  1145.5            
20519.645  1144.3            
20616.342  1161.8            
20713.027  1159.5            
20809.698  1159.5            
20906.357  1168.5            
21003.003  1176            
21099.635  1173.8            
21196.255  1174.6            
21292.862  1174.2            
21389.456  1187.4            
21486.037  1197.9            
21582.605  1189.9            
21679.16  1188.2            
21775.702  1190.4            
21872.231  1185.7            
21968.748  1190.4            
22065.251  1175.1            
22161.741  1170.3            
22258.219  1156.5            
22354.683  1142.9            
22451.135  1128.4            
22547.574  1121.6            
22644  1122.6            
22740.413  1113.3            
22836.813  1097.7            
22933.2  1099.3            
23029.574  1085.8            
23125.935  1083.9            
23222.283  1077.9            
23318.619  1070.4            
23414.941  1065.4            
23511.251  1062            
23607.548  1062.9            
23703.832  1068.6            
23800.103  1062.2            
23896.361  1063.9            
23992.606  1057.7            
24088.838  1039.3            
24185.057  1040.2            
24281.264  1037.8            
24377.457  1044.4            
24473.638  1037.4            
24569.806  1026.7            
24665.961  1029.9            
24762.103  1031.7            
24858.232  1026            
24954.348  1027.2            
25050.451  1020.2            
25146.542  1019.6            
25242.619  1022.1            
25338.684  1024.9            
25434.736  1025.3            
25530.775  1020.2            
25626.801  1014            
25722.814  1016.3            
25818.815  1014            
25914.802  1012.3            
26010.777  1018.3            
26106.739  1012            
26202.687  1017.7            
26298.623  1015.8            
26394.547  1006.9            
26490.457  1006.7            
26586.354  1006.5            
26682.239  1006.3            
26778.111  1008.1            
26873.97  1012            
26969.816  1006.5            
27065.649  1000.3            
27161.469  1004.5            
27257.277  1003.4            
27353.071  1001.1            
27448.853  1004.2            
27544.622  1004.5            
27640.378  996.59998            
27736.121  997.70001            
27831.852  999.20001            
27927.569  1004.8            
28023.274  1007            
28118.966  1008.8            
28214.645  1007.6            
28310.311  1008.9            
28405.965  1007.3            
28501.606  1002.3            
28597.233  1008.4            
28692.848  1009.7            
28788.45  1004.4            
28884.04  1008.7            
28979.616  1011.2            
29075.18  1013.7            
29170.731  1011.7            
29266.269  1019            
29361.794  1002.7            
29457.306  995.29999            
29552.806  1002.9            
29648.293  1002.7            
29743.767  1011.1            
29839.228  1008.7            
29934.676  1020.3            
30030.112  1015.2            
30125.534  1009.7            
30220.944  1009.9            
30316.342  1006.2            
30411.726  1013            
30507.097  1008.1            
30602.456  1010.6            
30697.802  1014.9            
30793.135  1010.9            
30888.456  1006.7            
30983.763  1006.2            
31079.058  1006            
31174.34  1004.2            
31269.609  1008.1            
31364.866  1003.8            
31460.109  1005.4            
31555.34  1004.3            
31650.558  1003.6            
31745.763  1008.4            
31840.956  1008.6            
31936.136  1006.1            
32031.303  1016.3            
32126.457  1020            
32221.598  1012.7            
32316.727  1000.9            
32411.843  1000.2            
32506.946  1005.1            
32602.036  1007.3            
32697.114  1008.1            
32792.179  1003.2            
32887.231  1004.2            
32982.27  1005.8            
33077.297  998.59998            
33172.311  1003.9            
33267.312  1005.7            
33362.3  1009.6            
33457.275  1010.3            
33552.238  1005.2            
33647.188  1003.6            
33742.125  1001.2            
33837.05  998.59998            
33931.962  1003.2            
34026.861  996.09998            
34121.747  993.59998            
34216.621  995.20001            
34311.481  991.40002            
34406.33  1000.2            
34501.165  1003.4            
34595.988  1010.2            
34690.797  1003.2            
34785.595  997.79999            
34880.379  994.5            
34975.151  1001.5            
35069.91  998.90002            
35164.656  997.5            
35259.389  1001.6            
35354.11  1004.4            
35448.818  1002.2            
35543.514  1005.6            
35638.196  1000.1            
35732.866  1004.2            
35827.523  1003.5            
35922.168  1002.4            
36016.799  1001.1            
36111.418  1001.7            
36206.025  1006.4            
36300.618  1008.6            
36395.199  1009.1            
36489.768  1007.6            
36584.323  1008.6            
36678.866  1014.7            
36773.396  1010.5            
36867.913  1010.9            
36962.418  1007.5            
37056.91  1009            
37151.389  1004.9            
37245.856  1008.2            
37340.31  1016.9            
37434.751  1011.5            
37529.18  1001.7            
37623.596  1008.9            
37717.999  1009.1            
37812.389  1002.8            
37906.767  1012.5            
38001.132  1019.7            
38095.484  1010.2            
38189.824  1018.1            
38284.151  1018.6            
38378.466  1011            
38472.767  1003.9            
38567.056  1004            
38661.333  1000.3            
38755.596  1005.9            
38849.848  1019.5            
38944.086  1015.1            
39038.312  1015.8            
39132.525  1015.7            
39226.725  1016.2            
39320.913  1019.6            
