12.30.10             
x       y           
[m<sup>-1</sup>]     [CCD cts]         
16261.85  921.79999            
16359.217  924.5            
16456.571  922.90002            
16553.912  923.70001            
16651.24  918.90002            
16748.554  918.70001            
16845.856  916.29999            
16943.145  916.09998            
17040.421  914.59998            
17137.684  915.09998            
17234.934  914.29999            
17332.171  911.20001            
17429.395  908.29999            
17526.606  907.59998            
17623.804  910.5            
17720.989  914.40002            
17818.161  919.20001            
17915.32  915.79999            
18012.466  910.5            
18109.6  909.20001            
18206.72  909            
18303.827  911.09998            
18400.921  910.70001            
18498.003  915.90002            
18595.071  918.40002            
18692.127  916.5            
18789.169  919            
18886.199  908            
18983.215  910.29999            
19080.219  910.20001            
19177.21  908.70001            
19274.187  911.40002            
19371.152  915.20001            
19468.104  916.90002            
19565.043  916.40002            
19661.969  915.20001            
19758.882  916.40002            
19855.782  912.79999            
19952.669  917.5            
20049.544  924.29999            
20146.405  919.79999            
20243.253  916            
20340.089  918.59998            
20436.911  912.79999            
20533.721  925.5            
20630.517  925.09998            
20727.301  930.79999            
20824.072  922.09998            
20920.83  919.79999            
21017.575  925.59998            
21114.307  926.90002            
21211.026  923.5            
21307.732  927            
21404.426  929.59998            
21501.106  928.79999            
21597.774  926.5            
21694.428  928.59998            
21791.07  925.20001            
21887.699  924.5            
21984.314  920.09998            
22080.917  923.5            
22177.507  919.40002            
22274.085  917.70001            
22370.649  918.79999            
22467.2  914.40002            
22563.739  914.40002            
22660.264  914.70001            
22756.777  914.90002            
22853.277  914.70001            
22949.764  910.90002            
23046.238  908.20001            
23142.699  904.20001            
23239.147  903.79999            
23335.582  912.29999            
23432.005  910            
23528.414  910.5            
23624.811  905.20001            
23721.195  902.20001            
23817.566  899.59998            
23913.924  897.79999            
24010.269  897            
24106.601  893            
24202.921  895.70001            
24299.227  899.5            
24395.521  901.59998            
24491.802  900.40002            
24588.07  900.79999            
24684.325  903.59998            
24780.567  899.09998            
24876.797  894.40002            
24973.013  897.09998            
25069.217  898.59998            
25165.408  902.90002            
25261.586  899            
25357.751  897            
25453.903  896.79999            
25550.043  899.40002            
25646.169  899.59998            
25742.283  897.40002            
25838.384  894.79999            
25934.472  898.09998            
26030.547  897.09998            
26126.609  899.70001            
26222.659  896.79999            
26318.695  894.90002            
26414.719  895.59998            
26510.73  894.59998            
26606.728  894.29999            
26702.714  891.90002            
26798.686  889.5            
26894.646  893.09998            
26990.592  896.59998            
27086.526  894.09998            
27182.448  896.5            
27278.356  897.20001            
27374.251  896.90002            
27470.134  892.70001            
27566.004  886.40002            
27661.861  885.90002            
27757.705  891.09998            
27853.537  891.40002            
27949.355  891.90002            
28045.161  894            
28140.954  889.09998            
28236.734  894.59998            
28332.502  894.90002            
28428.256  893.5            
28523.998  899.09998            
28619.727  892.40002            
28715.443  895.40002            
28811.146  896.5            
28906.837  894.09998            
29002.515  894.79999            
29098.18  895.70001            
29193.832  893.20001            
29289.471  894.59998            
29385.098  898.79999            
29480.711  900.29999            
29576.312  895.5            
29671.901  899.90002            
29767.476  903.79999            
29863.039  900.90002            
29958.588  902.79999            
30054.126  896.09998            
30149.65  897.09998            
30245.161  897.59998            
30340.66  899.59998            
30436.146  899.90002            
30531.619  899.5            
30627.079  898.5            
30722.527  902.09998            
30817.962  901.59998            
30913.384  897.59998            
31008.793  896.20001            
31104.19  896.40002            
31199.574  901.40002            
31294.945  900.90002            
31390.303  894.79999            
31485.648  896.90002            
31580.981  897.5            
31676.301  898.90002            
31771.608  904            
31866.903  901.20001            
31962.184  903.59998            
32057.453  904.90002            
32152.71  901.40002            
32247.953  898.5            
32343.184  900.90002            
32438.402  897.90002            
32533.607  896.59998            
32628.799  897.79999            
32723.979  897.79999            
32819.146  898.09998            
32914.3  900.70001            
33009.442  897.70001            
33104.571  897.40002            
33199.687  901.79999            
33294.79  900.5            
33389.881  903.20001            
33484.958  899.29999            
33580.024  900.09998            
33675.076  898.29999            
33770.116  900            
33865.142  897.79999            
33960.157  897.59998            
34055.158  898.5            
34150.147  896.79999            
34245.123  901.40002            
34340.086  904.20001            
34435.037  902            
34529.975  902            
34624.9  903.79999            
34719.813  904            
34814.712  905.5            
34909.599  894.70001            
35004.474  899.09998            
35099.335  902.59998            
35194.184  905.29999            
35289.021  905.20001            
35383.844  900.90002            
35478.655  901.59998            
35573.453  902.79999            
35668.238  906.90002            
35763.011  900.70001            
35857.771  901.20001            
35952.519  902            
36047.253  906.79999            
36141.975  905.90002            
36236.685  900.79999            
36331.381  899.09998            
36426.065  901.90002            
36520.736  900.90002            
36615.395  902.09998            
36710.041  896.5            
36804.674  898.59998            
36899.294  901.59998            
36993.902  903.40002            
37088.497  910.29999            
