21.20             
x       y           
[m<sup>-1</sup>]     [CCD cts]         
57355.584  1380.9            
57447.33  1362.8            
57539.063  1350            
57630.784  1362.7            
57722.493  1381.6            
57814.189  1397            
57905.873  1396.5            
57997.545  1409.7            
58089.204  1401.4            
58180.851  1401.2            
58272.485  1396.1            
58364.108  1381.1            
58455.717  1387.8            
58547.315  1393            
58638.9  1400            
58730.472  1408.3            
58822.032  1425.2            
58913.58  1414.5            
59005.116  1397.6            
59096.639  1393.5            
59188.15  1410.1            
59279.648  1429.3            
59371.134  1416.4            
59462.608  1421.3            
59554.07  1441.1            
59645.519  1431.7            
59736.955  1415.5            
59828.38  1440.4            
59919.792  1429.6            
60011.191  1421.3            
60102.579  1432.7            
60193.954  1431.8            
60285.316  1439.5            
60376.667  1449.5            
60468.005  1472.8            
60559.33  1482.9            
60650.644  1473.7            
60741.945  1464.4            
60833.233  1475.7            
60924.51  1468.7            
61015.774  1477.3            
61107.025  1492            
61198.265  1483.7            
61289.492  1477.4            
61380.706  1502.6            
61471.909  1541            
61563.099  1543            
61654.276  1531.6            
61745.442  1534            
61836.595  1537.7            
61927.736  1536.5            
62018.864  1539            
62109.98  1524.9            
62201.084  1556.4            
62292.175  1552.2            
62383.255  1561.8            
62474.322  1580.6            
62565.376  1565.9            
62656.418  1567.2            
62747.448  1587.2            
62838.466  1578.8            
62929.472  1576.6            
63020.465  1582.2            
63111.445  1563.7            
63202.414  1582.1            
63293.37  1605.5            
63384.314  1600.6            
63475.246  1602.6            
63566.165  1609.8            
63657.072  1586.6            
63747.967  1587.2            
63838.849  1615.7            
63929.719  1610.2            
64020.577  1593            
64111.423  1610            
64202.256  1603.9            
64293.077  1576.9            
64383.886  1546.6            
64474.683  1554            
64565.467  1521.3            
64656.239  1491.1            
64746.999  1464.3            
64837.746  1473.8            
64928.481  1498.7            
65019.204  1494.2            
65109.915  1459.2            
65200.613  1441.4            
65291.299  1445.3            
65381.973  1459.6            
65472.635  1448.6            
65563.284  1439.9            
65653.921  1435.4            
